blockname,experiment,subject,date,procedure,exclude,exclude_note,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PCA,multi_config,fiber_id01,fiber_id02,blockname_multi_subject,trim_time_start,trim_time_end,signal_id01,signal_id02,control_id,sensor01,sensor02,smoothing_window,poly_degree_fitted_control,poly_degree_polyfit,down_sampled_freq,peth_pre,peth_post,events_of_interest,n_remove_first_events,n_remove_last_events,events_manual_fn
2025_12_31_acr10_405_560,acr,acr10,12/31/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha,NA,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_12_31_acr09_405_465_560,acr,acr09,12/31/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha,NA,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_12_31_acr10_405_465_560,acr,acr10,12/31/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha,NA,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c1_405,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c1_405,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c1_405,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c1_405,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c1_405_465,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c1_405_465,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c1_405_465,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c1_405_465,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c1_405_560,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c1_405_560,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c1_405_560,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c1_405_560,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c1_405_465_560,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c1_405_465_560,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c1_405_465_560,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c1_405_465_560,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_lh,lha_rh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c2_405,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c2_405,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c2_405,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c2_405,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c2_405_465,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c2_405_465,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c2_405_465,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c2_405_465,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c2_405_560,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c2_405_560,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c2_405_560,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c2_405_560,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq01_c2_405_465_560,acq,acq01,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq02_c2_405_465_560,acq,acq02,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq03_c2_405_465_560,acq,acq03,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
2025_09_16_acq04_c2_405_465_560,acq,acq04,9/16/2025,crosstalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lha_rh,lha_lh,NA,20,NA,465,560,405,gcamp6s,jrcamp1b,0.1,3,4,20,10,20,NA,0,0,NA
