blockname,experiment,date,subject,cohort,procedure,solution,exclude,exclude_note,block_set,stim_set,deprivation,imaging
2022_04_25_abb01,abb,04/25/2022,abb01,1,multi_s,multi_s,NA,NA,"{4,1,0,2,1,4,3,3,2,0,4,4,0,1,3,2,1,0,2,3,3,4,2,1,3,0,4,0,2,1,4,2,1,0,2,1,0,4,3,3,2,1,4,0,2,3,3,4,1,0,4,2,0,1,4,1,3,0,2,3,1,2,0,3,2,3,4,0,1,4,0,0,2,4,4,3,3,1,2,1,3,0,1,1,0,3,2,4,4,2,0,4,1,2,1,4,3,3,2,0};",NA,fr,tdt
2022_04_25_abb03,abb,04/25/2022,abb03,1,multi_s,multi_s,NA,NA,"{1,0,3,4,4,1,3,0,2,2,3,1,4,0,2,3,0,1,2,4,0,3,0,4,3,2,2,1,1,4,1,2,3,0,4,2,0,1,3,4,0,2,2,3,3,1,4,0,4,1,1,3,0,1,2,0,4,2,4,3,3,3,0,4,4,2,1,1,2,0,4,3,1,0,2,2,1,4,0,3,1,4,1,3,4,3,0,2,2,0,2,3,0,4,1,1,0,3,4,2};",NA,wr,tdt
2022_04_25_abb04,abb,04/25/2022,abb04,1,multi_s,multi_s,NA, ,"{3,4,4,2,1,1,3,2,0,0,4,3,3,1,2,4,2,0,1,0,1,1,3,2,4,3,2,0,0,4,1,3,4,0,0,1,4,2,2,3,0,1,2,4,4,1,3,2,3,0,3,1,4,2,2,0,3,0,1,4,4,4,3,0,3,1,2,1,2,0,2,0,2,4,4,0,3,1,1,3,0,3,4,3,2,2,0,4,1,1,4,1,3,4,2,3,1,0,2,0};",NA,fr,tdt
2022_04_25_abb05,abb,04/25/2022,abb05,1,multi_s,multi_s,NA,NA,"{3,3,0,1,1,2,0,4,2,4,3,4,2,2,0,4,1,1,0,3,0,1,2,4,1,0,3,3,2,4,1,3,2,3,4,1,0,2,4,0,2,3,2,1,3,4,0,4,1,0,1,3,2,0,1,4,3,4,2,0,4,1,1,2,2,0,3,4,3,0,0,4,1,2,3,1,4,0,2,3,2,3,0,4,4,0,1,2,3,1,4,1,2,1,3,4,3,0,2,0};",NA,wr,tdt
2022_04_25_abb06,abb,04/25/2022,abb06,1,multi_s,multi_s,NA,NA,"{0,4,3,1,2,4,1,3,2,0,2,4,0,3,2,3,1,4,1,0,1,4,0,3,2,0,3,4,2,1,0,3,4,1,2,1,4,0,2,3,4,4,1,0,2,2,3,3,0,1,0,4,2,1,1,3,3,0,2,4,4,1,2,0,0,3,2,1,3,4,2,0,4,3,2,0,3,1,4,1,1,4,0,0,4,1,3,2,3,2,4,1,0,0,4,3,1,2,2,3};",NA,fr,tdt
2022_04_26_abb01,abb,04/26/2022,abb01,1,multi_s,multi_s,NA,NA,"{2,4,2,4,0,1,3,1,3,0,4,1,0,3,2,0,1,3,4,2,3,3,0,4,0,2,1,4,2,1,4,2,1,3,0,2,3,0,1,4,4,2,2,3,3,1,0,4,1,0,2,0,2,1,4,4,3,3,1,0,0,2,4,2,3,3,1,1,0,4,2,0,2,3,3,1,0,4,1,4,1,3,2,0,1,0,2,4,3,4,1,0,2,4,2,3,3,0,4,1};",NA,fr,tdt
2022_04_26_abb03,abb,04/26/2022,abb03,1,multi_s,multi_s,NA,NA,"{3,0,1,1,4,2,4,3,0,2,4,1,1,2,3,2,4,0,3,0,3,2,1,0,4,0,1,3,4,2,0,4,2,3,2,4,1,3,0,1,3,1,2,4,4,3,0,2,0,1,4,1,0,1,0,3,2,4,3,2,3,1,3,0,4,2,4,0,1,2,0,2,4,1,0,3,4,3,2,1,2,1,4,4,0,3,1,2,3,0,2,3,1,4,0,1,4,2,3,0};",NA,wr,tdt
2022_04_26_abb04,abb,04/26/2022,abb04,1,multi_s,multi_s,NA, ,"{1,1,3,0,2,0,3,4,4,2,4,4,1,0,2,0,3,2,1,3,1,4,3,2,1,2,0,4,3,0,0,3,4,2,3,1,2,1,4,0,0,0,4,3,2,1,2,3,4,1,1,4,1,2,0,3,2,0,4,3,3,3,0,2,4,1,2,4,0,1,4,3,4,2,3,0,2,1,0,1,3,3,1,0,1,4,0,2,2,4,4,1,4,2,1,3,3,0,0,2};",NA,fr,tdt
2022_04_26_abb05,abb,04/26/2022,abb05,1,multi_s,multi_s,NA, ,"{2,1,1,3,0,3,2,0,4,4,1,4,3,2,4,1,3,0,2,0,3,4,0,3,2,1,1,4,0,2,4,4,3,2,1,0,2,1,3,0,0,4,2,3,0,1,4,3,2,1,4,0,3,1,0,2,4,3,2,1,4,1,4,2,2,0,3,1,3,0,0,3,4,2,2,3,1,1,0,4,3,1,0,2,4,3,2,1,4,0,3,1,3,4,0,4,2,2,0,1};",NA,wr,tdt
2022_04_26_abb06,abb,04/26/2022,abb06,1,multi_s,multi_s,NA, ,"{0,3,1,2,0,2,4,3,4,1,0,2,4,0,1,2,4,3,3,1,2,3,0,0,1,2,1,4,4,3,4,0,0,3,1,2,1,3,4,2,4,2,0,3,3,1,1,0,4,2,0,1,4,2,2,4,3,1,0,3,2,3,0,2,0,1,4,1,3,4,1,4,0,1,2,2,3,4,3,0,1,3,4,0,0,1,3,2,2,4,1,0,4,3,2,3,1,0,4,2};",NA,fr,tdt
2022_04_27_abb01,abb,04/27/2022,abb01,1,multi_s,multi_s,NA, ,"{1,2,3,2,0,4,4,3,1,0,4,3,1,1,4,2,3,0,0,2,4,4,1,3,2,3,2,0,1,0,3,1,4,1,3,2,0,0,2,4,1,2,0,0,2,4,3,4,3,1,2,2,4,4,3,0,1,3,0,1,4,1,1,2,2,3,0,4,0,3,4,1,0,1,2,4,2,3,3,0,2,1,3,4,0,3,4,0,2,1,2,3,1,4,0,1,4,2,0,3};",NA,fr,tdt
2022_04_27_abb03,abb,04/27/2022,abb03,1,multi_s,multi_s,NA, ,"{3,1,2,0,3,1,4,0,2,4,4,2,3,0,2,1,1,4,0,3,3,4,4,0,2,3,2,0,1,1,0,1,3,4,2,2,0,4,1,3,2,1,3,4,4,0,0,3,2,1,0,2,4,4,0,1,1,3,3,2,4,4,1,2,0,3,2,1,3,0,3,1,2,4,0,4,1,2,0,3,0,1,2,3,2,4,3,1,0,4,4,0,4,1,3,3,0,2,1,2};",NA,wr,tdt
2022_04_27_abb04,abb,04/27/2022,abb04,1,multi_s,multi_s,NA, ,"{3,1,2,0,3,1,4,0,2,4,4,2,3,0,2,1,1,4,0,3,3,4,4,0,2,3,2,0,1,1,0,1,3,4,2,2,0,4,1,3,2,1,3,4,4,0,0,3,2,1,0,2,4,4,0,1,1,3,3,2,4,4,1,2,0,3,2,1,3,0,3,1,2,4,0,4,1,2,0,3,0,1,2,3,2,4,3,1,0,4,4,0,4,1,3,3,0,2,1,2};",NA,fr,tdt
2022_04_27_abb05,abb,04/27/2022,abb05,1,multi_s,multi_s,NA, ,"{4,3,1,2,4,1,2,3,0,0,3,4,0,2,1,1,2,3,0,4,4,4,3,2,1,0,3,2,1,0,3,3,0,4,2,1,1,0,4,2,2,2,1,4,3,4,0,0,3,1,4,2,4,1,1,3,2,3,0,0,0,3,4,3,1,2,2,0,1,4,1,2,0,3,1,4,0,2,4,3,0,1,1,4,2,4,3,2,0,3,0,4,3,2,0,2,3,4,1,1};",NA,wr,tdt
2022_04_27_abb06,abb,04/27/2022,abb06,1,multi_s,multi_s,NA, ,"{4,0,1,0,2,4,2,1,3,3,0,1,2,3,3,0,2,4,1,4,1,3,0,1,4,2,4,3,0,2,4,4,1,1,3,0,2,0,2,3,3,2,2,4,0,1,0,4,3,1,2,0,1,0,4,1,4,2,3,3,4,0,2,2,1,4,1,3,3,0,1,1,4,3,2,0,2,0,3,4,2,1,4,0,3,1,2,0,3,4,0,3,0,1,2,4,3,4,2,1};",NA,fr,tdt
2022_04_28_abb01,abb,04/28/2022,abb01,1,multi_s,multi_s,NA, ,"{1,2,2,1,3,4,4,3,0,0,3,2,2,1,0,4,4,3,1,0,3,3,0,1,1,4,0,2,4,2,1,1,3,2,0,4,2,0,4,3,4,4,2,2,0,3,3,1,0,1,4,1,3,0,2,4,2,1,0,3,3,1,2,3,4,4,0,2,1,0,0,4,2,3,0,1,4,1,2,3,3,4,3,2,2,0,1,4,0,1,0,4,4,1,2,1,3,2,0,3};",NA,fr,tdt
2022_04_28_abb03,abb,04/28/2022,abb03,1,multi_s,multi_s,NA, ,"{1,4,3,2,4,2,0,1,3,0,1,1,0,3,3,2,0,4,4,2,0,0,2,3,3,4,2,4,1,1,2,4,1,2,0,3,1,4,0,3,0,4,4,0,2,2,1,3,3,1,2,1,2,4,4,0,1,0,3,3,1,0,4,1,2,3,0,4,3,2,0,2,1,4,0,2,4,3,1,3,1,0,3,3,2,2,1,4,0,4,0,4,2,3,4,2,1,3,0,1};",NA,wr,tdt
2022_04_28_abb04,abb,04/28/2022,abb04,1,multi_s,multi_s,NA, ,"{0,1,2,3,0,1,4,3,4,2,1,0,4,0,3,4,3,2,1,2,2,1,4,0,4,3,0,1,3,2,2,4,3,1,1,0,2,3,0,4,3,0,1,1,4,4,0,2,2,3,3,1,3,0,2,2,1,4,0,4,1,1,4,2,3,4,0,3,2,0,0,2,3,1,2,3,0,1,4,4,4,3,0,1,4,1,0,2,2,3,0,4,3,2,4,3,2,1,1,0};",NA,fr,tdt
2022_04_28_abb05,abb,04/28/2022,abb05,1,multi_s,multi_s,NA, ,"{3,4,4,3,2,0,0,1,1,2,3,2,4,0,4,1,1,3,2,0,4,3,1,0,3,2,4,0,1,2,0,2,1,1,3,4,2,4,3,0,0,2,0,3,4,1,2,3,4,1,1,3,0,4,1,4,3,0,2,2,0,3,4,0,3,1,2,1,2,4,0,3,4,2,0,4,3,1,1,2,3,4,0,3,4,2,1,1,2,0,2,1,0,4,3,0,1,4,3,2};",NA,wr,tdt
2022_04_28_abb06,abb,04/28/2022,abb06,1,multi_s,multi_s,NA, ,"{1,0,3,2,0,3,4,2,1,4,1,0,1,3,3,4,4,0,2,2,0,3,4,1,2,3,0,4,1,2,0,1,2,2,4,3,3,1,4,0,0,2,4,3,1,2,3,1,4,0,1,0,0,4,3,2,3,2,4,1,1,3,0,4,3,4,0,1,2,2,0,3,2,0,1,4,4,1,2,3,0,3,3,1,4,1,0,4,2,2,4,2,1,4,1,3,3,0,0,2};",NA,fr,tdt
2022_05_04_abb01,abb,05/04/2022,abb01,1,multi_s,multi_s,NA, ,"{2,1,1,3,4,0,2,4,3,0,0,3,2,1,4,4,1,2,0,3,4,3,4,0,0,1,2,2,1,3,4,3,1,4,3,0,1,2,0,2,3,0,3,2,1,0,4,1,2,4,3,3,0,2,0,1,2,4,4,1,1,2,2,4,3,0,1,0,4,3,4,1,1,2,4,2,3,0,0,3,4,1,4,0,1,3,3,2,2,0,1,2,0,4,0,3,2,3,4,1};",NA,wr,tdt
2022_05_04_abb03,abb,05/04/2022,abb03,1,multi_s,multi_s,NA, ,"{2,1,1,3,4,0,2,4,3,0,0,3,2,1,4,4,1,2,0,3,4,3,4,0,0,1,2,2,1,3,4,3,1,4,3,0,1,2,0,2,3,0,3,2,1,0,4,1,2,4,3,3,0,2,0,1,2,4,4,1,1,2,2,4,3,0,1,0,4,3,4,1,1,2,4,2,3,0,0,3,4,1,4,0,1,3,3,2,2,0,1,2,0,4,0,3,2,3,4,1};",NA,fr,tdt
2022_05_04_abb04,abb,05/04/2022,abb04,1,multi_s,multi_s,NA, ,"{4,2,3,1,3,0,4,2,0,1,2,3,2,3,0,1,1,4,0,4,2,1,2,4,3,0,0,4,1,3,3,2,0,3,1,4,4,2,1,0,3,0,3,2,4,1,1,4,0,2,4,2,0,1,2,3,3,1,4,0,3,2,1,2,4,0,3,0,4,1,0,3,3,2,4,1,4,2,0,1,2,4,2,0,3,3,0,4,1,1,0,3,1,2,2,1,3,0,4,4};",NA,wr,tdt
2022_05_04_abb05,abb,05/04/2022,abb05,1,multi_s,multi_s,NA, ,"{4,0,2,3,4,3,1,0,2,1,3,0,3,2,2,1,0,4,4,1,1,0,3,4,2,0,2,1,3,4,1,4,1,0,3,0,4,2,3,2,2,1,3,4,1,0,0,4,3,2,4,1,3,0,2,1,0,2,3,4,1,3,3,2,0,2,4,4,1,0,2,4,0,0,4,3,2,3,1,1,1,2,3,0,3,2,0,4,4,1,0,4,3,2,4,0,1,1,3,2};",NA,fr,tdt
2022_05_04_abb06,abb,05/04/2022,abb06,1,multi_s,multi_s,NA, ,"{0,4,2,2,0,3,1,3,4,1,3,0,2,1,2,0,4,3,1,4,4,2,1,1,2,3,4,3,0,0,4,1,2,0,3,4,2,3,1,0,4,3,0,4,3,2,1,0,2,1,4,1,2,0,0,3,3,2,4,1,2,2,3,4,4,1,0,0,3,1,2,3,3,4,1,4,0,1,0,2,0,1,4,0,3,1,2,3,4,2,2,3,2,1,1,4,0,3,0,4};",NA,wr,tdt
2022_05_05_abb01,abb,05/05/2022,abb01,1,multi_s,multi_s,NA, ,"{4,2,0,4,1,3,0,2,1,3,0,0,4,3,1,1,3,2,4,2,4,4,3,0,2,0,1,3,1,2,1,2,2,0,4,3,0,1,4,3,0,2,4,3,3,0,1,1,4,2,2,3,4,1,0,4,3,1,0,2,0,2,4,0,1,4,2,3,1,3,2,1,3,4,3,2,1,0,0,4,1,3,0,0,1,4,3,4,2,2,2,1,0,1,4,3,2,0,4,3};",NA,wr,tdt
2022_05_05_abb03,abb,05/05/2022,abb03,1,multi_s,multi_s,NA, ,"{3,0,2,1,3,2,4,1,0,4,1,3,0,4,4,2,1,0,2,3,0,0,4,3,3,1,4,2,1,2,2,4,0,3,0,1,4,2,3,1,4,2,2,3,1,0,3,1,4,0,0,0,2,4,3,4,3,1,1,2,4,0,3,4,2,2,1,1,0,3,0,3,1,2,4,1,3,2,4,0,4,2,3,3,1,0,2,4,0,1,2,3,3,4,4,0,2,1,1,0};",NA,fr,tdt
2022_05_05_abb04,abb,05/05/2022,abb04,1,multi_s,multi_s,NA, ,"{3,4,1,0,0,3,1,2,4,2,3,3,1,2,0,4,4,2,1,0,3,2,4,0,4,1,1,2,3,0,3,4,2,0,1,4,1,2,0,3,4,1,1,0,3,0,2,3,4,2,3,2,2,3,1,4,4,0,1,0,2,0,0,2,3,4,1,3,4,1,4,2,0,3,4,2,1,3,0,1,4,4,2,3,2,1,1,3,0,0,4,0,3,1,2,3,2,4,0,1};",NA,wr,tdt
2022_05_05_abb05,abb,05/05/2022,abb05,1,multi_s,multi_s,NA, ,"{1,2,1,4,2,3,4,0,3,0,4,3,3,2,1,0,4,0,1,2,1,1,0,3,4,3,0,4,2,2,4,2,3,1,0,0,2,1,3,4,2,0,4,4,3,2,1,0,1,3,2,2,1,3,0,0,1,4,3,4,2,3,4,3,0,4,1,0,2,1,2,1,0,3,2,4,3,4,0,1,0,2,4,3,1,2,0,4,1,3,1,0,0,4,3,2,3,4,1,2};",NA,fr,tdt
2022_05_05_abb06,abb,05/05/2022,abb06,1,multi_s,multi_s,NA, ,"{4,1,0,2,3,1,4,3,2,0,4,3,0,1,0,3,2,1,2,4,1,2,4,1,3,2,4,3,0,0,3,2,0,3,1,4,2,0,4,1,2,1,0,3,3,2,1,4,4,0,3,4,1,2,2,0,3,0,4,1,3,0,4,1,2,1,0,3,2,4,0,0,2,3,4,4,2,1,1,3,0,4,2,3,3,1,1,4,2,0,0,3,0,4,2,3,1,1,2,4};",NA,wr,tdt
2022_05_06_abb01,abb,05/06/2022,abb01,1,multi_s,multi_s,NA, ,"{4,2,3,0,3,4,1,0,2,1,1,4,0,2,0,2,3,3,4,1,2,1,3,4,0,3,0,4,2,1,1,4,3,0,1,0,2,3,2,4,0,1,3,0,3,4,1,2,2,4,3,2,3,1,0,4,0,1,2,4,2,0,4,3,1,0,4,1,2,3,3,0,3,4,0,1,2,2,1,4,0,1,0,3,2,3,2,4,4,1,4,1,2,3,3,2,4,0,0,1};",NA,wr,tdt
2022_05_06_abb03,abb,05/06/2022,abb03,1,multi_s,multi_s,NA, ,"{4,1,0,4,2,3,1,0,2,3,1,3,1,4,2,0,4,3,0,2,0,3,4,0,4,1,3,2,1,2,4,3,0,1,0,2,2,4,3,1,3,1,0,4,4,0,3,2,1,2,4,1,2,0,0,3,1,4,3,2,1,4,3,0,4,3,0,2,1,2,4,2,3,0,0,4,1,3,1,2,0,3,3,4,1,2,1,2,0,4,3,3,0,0,4,2,4,1,2,1};",NA,fr,tdt
2022_05_06_abb04,abb,05/06/2022,abb04,1,multi_s,multi_s,NA, ,"{4,1,1,2,2,0,4,0,3,3,4,0,2,0,1,3,1,4,3,2,2,4,4,0,2,0,1,1,3,3,1,2,4,1,3,0,3,2,0,4,0,4,2,0,4,3,1,1,3,2,1,4,4,3,2,2,1,0,0,3,0,2,3,1,1,3,2,4,0,4,2,1,4,2,4,0,3,1,0,3,4,2,3,3,2,0,0,1,4,1,1,2,1,4,0,0,3,2,3,4};",NA,wr,tdt
2022_05_06_abb05,abb,05/06/2022,abb05,1,multi_s,multi_s,NA, ,"{4,3,2,2,1,3,4,0,0,1,0,2,4,1,3,4,0,2,3,1,3,4,1,0,1,4,2,2,0,3,0,4,1,3,2,1,4,3,2,0,0,4,2,3,2,3,1,1,0,4,4,0,0,3,2,1,1,4,3,2,0,2,4,2,0,1,3,4,3,1,0,4,1,3,4,3,0,1,2,2,0,1,4,2,0,2,4,3,1,3,0,2,4,3,0,1,3,4,2,1};",NA,fr,tdt
2022_05_06_abb06,abb,05/06/2022,abb06,1,multi_s,multi_s,NA, ,"{2,2,0,1,0,4,3,1,4,3,1,1,2,2,4,0,0,4,3,3,4,0,0,2,3,3,1,4,1,2,2,4,1,2,4,3,0,1,3,0,0,1,3,3,1,4,4,2,0,2,4,0,1,3,2,3,2,4,1,0,4,3,4,1,0,2,3,1,0,2,2,1,0,3,0,2,3,1,4,4,3,4,1,4,1,0,3,2,2,0,2,4,3,4,3,1,0,1,2,0};",NA,wr,tdt
2022_05_11_abb01,abb,05/11/2022,abb01,1,multi_nacl,multi_nacl,NA, ,"{3,4,1,0,0,3,1,2,4,2,3,3,1,2,0,4,4,2,1,0,3,2,4,0,4,1,1,2,3,0,3,4,2,0,1,4,1,2,0,3,4,1,1,0,3,0,2,3,4,2,3,2,2,3,1,4,4,0,1,0,2,0,0,2,3,4,1,3,4,1,4,2,0,3,4,2,1,3,0,1,4,4,2,3,2,1,1,3,0,0,4,0,3,1,2,3,2,4,0,1};",NA,wr,tdt
2022_05_11_abb03,abb,05/11/2022,abb03,1,multi_nacl,multi_nacl,NA, ,"{1,2,1,4,2,3,4,0,3,0,4,3,3,2,1,0,4,0,1,2,1,1,0,3,4,3,0,4,2,2,4,2,3,1,0,0,2,1,3,4,2,0,4,4,3,2,1,0,1,3,2,2,1,3,0,0,1,4,3,4,2,3,4,3,0,4,1,0,2,1,2,1,0,3,2,4,3,4,0,1,0,2,4,3,1,2,0,4,1,3,1,0,0,4,3,2,3,4,1,2};",NA,wr,tdt
2022_05_11_abb04,abb,05/11/2022,abb04,1,multi_nacl,multi_nacl,NA, ,"{4,1,0,2,3,1,4,3,2,0,4,3,0,1,0,3,2,1,2,4,1,2,4,1,3,2,4,3,0,0,3,2,0,3,1,4,2,0,4,1,2,1,0,3,3,2,1,4,4,0,3,4,1,2,2,0,3,0,4,1,3,0,4,1,2,1,0,3,2,4,0,0,2,3,4,4,2,1,1,3,0,4,2,3,3,1,1,4,2,0,0,3,0,4,2,3,1,1,2,4};",NA,wr,tdt
2022_05_11_abb05,abb,05/11/2022,abb05,1,multi_nacl,multi_nacl,NA, ,"{4,2,0,4,1,3,0,2,1,3,0,0,4,3,1,1,3,2,4,2,4,4,3,0,2,0,1,3,1,2,1,2,2,0,4,3,0,1,4,3,0,2,4,3,3,0,1,1,4,2,2,3,4,1,0,4,3,1,0,2,0,2,4,0,1,4,2,3,1,3,2,1,3,4,3,2,1,0,0,4,1,3,0,0,1,4,3,4,2,2,2,1,0,1,4,3,2,0,4,3};",NA,wr,tdt
2022_05_11_abb06,abb,05/11/2022,abb06,1,multi_nacl,multi_nacl,NA, ,"{3,0,2,1,3,2,4,1,0,4,1,3,0,4,4,2,1,0,2,3,0,0,4,3,3,1,4,2,1,2,2,4,0,3,0,1,4,2,3,1,4,2,2,3,1,0,3,1,4,0,0,0,2,4,3,4,3,1,1,2,4,0,3,4,2,2,1,1,0,3,0,3,1,2,4,1,3,2,4,0,4,2,3,3,1,0,2,4,0,1,2,3,3,4,4,0,2,1,1,0};",NA,wr,tdt
2022_05_12_abb01,abb,05/12/2022,abb01,1,multi_nacl,multi_nacl,NA, ,"{0,1,0,4,3,4,2,2,1,3,3,2,4,2,0,3,1,4,0,1,4,1,0,2,0,2,3,1,4,3,3,1,4,0,1,0,3,2,4,2,1,2,4,3,2,4,0,1,0,3,0,0,4,4,1,2,2,1,3,3,1,1,3,4,2,3,0,4,0,2,2,3,0,1,0,3,2,4,1,4,1,2,4,0,1,3,4,3,0,2,1,0,1,4,2,0,4,2,3,3};",NA,wr,tdt
2022_05_12_abb03,abb,05/12/2022,abb03,1,multi_nacl,multi_nacl,NA, ,"{0,2,1,1,4,0,3,3,4,2,3,1,0,4,2,3,1,2,4,0,2,3,4,3,0,1,0,4,1,2,0,1,2,4,3,3,1,4,2,0,4,3,3,0,4,2,2,0,1,1,1,2,3,0,2,0,4,1,3,4,3,3,0,4,2,4,1,1,2,0,3,4,4,2,0,3,0,2,1,1,4,3,1,2,0,0,4,1,2,3,2,4,3,0,1,1,4,2,3,0};",NA,wr,tdt
2022_05_12_abb04,abb,05/12/2022,abb04,1,multi_nacl,multi_nacl,NA, ,"{1,3,4,0,2,1,3,2,4,0,3,4,0,4,3,0,2,2,1,1,4,0,3,0,1,3,1,2,4,2,3,4,3,2,1,0,4,0,2,1,1,0,0,4,3,4,1,2,3,2,2,3,4,1,0,1,4,2,3,0,0,3,2,4,2,1,0,1,4,3,2,1,3,3,0,4,1,2,4,0,0,4,2,2,0,1,1,4,3,3,4,0,0,2,2,1,4,3,1,3};",NA,wr,tdt
2022_05_12_abb05,abb,05/12/2022,abb05,1,multi_nacl,multi_nacl,NA, ,"{1,1,2,2,3,0,3,0,4,4,4,2,1,0,3,4,2,0,1,3,3,2,4,4,1,3,0,1,2,0,0,4,3,2,2,1,0,3,1,4,0,4,0,1,2,2,1,4,3,3,1,2,1,3,0,3,4,4,0,2,0,4,3,0,2,4,2,1,3,1,0,2,1,0,3,4,4,2,1,3,4,1,1,0,3,3,2,4,0,2,2,2,1,0,4,3,0,4,1,3};",NA,wr,tdt
2022_05_12_abb06,abb,05/12/2022,abb06,1,multi_nacl,multi_nacl,NA, ,"{1,2,1,2,3,0,4,4,3,0,0,3,1,3,1,4,2,2,0,4,3,1,0,4,2,2,3,4,1,0,3,4,0,3,1,1,0,2,4,2,1,2,0,3,4,1,3,0,2,4,4,4,0,2,1,1,3,0,3,2,2,1,0,4,4,1,0,3,2,3,1,0,4,3,1,3,2,0,4,2,4,3,1,2,1,0,3,4,2,0,2,1,2,1,0,3,0,4,3,4};",NA,wr,tdt
2022_05_13_abb01,abb,05/13/2022,abb01,1,multi_nacl,multi_nacl,NA, ,"{4,0,2,3,2,0,4,3,1,1,3,1,0,3,4,0,2,1,2,4,0,4,2,3,2,3,1,1,0,4,4,0,3,1,2,1,3,2,0,4,4,1,2,4,1,0,0,2,3,3,1,4,3,4,3,0,0,2,2,1,2,0,3,2,4,0,1,1,4,3,1,4,2,3,0,4,2,0,3,1,2,3,4,2,3,1,0,4,0,1,4,3,1,0,0,4,1,2,2,3};",NA,wr,tdt
2022_05_13_abb03,abb,05/13/2022,abb03,1,multi_nacl,multi_nacl,NA, ,"{0,1,3,2,4,3,2,1,0,4,0,2,1,3,2,0,3,4,4,1,0,2,4,1,3,4,0,1,3,2,1,0,2,0,4,3,2,3,1,4,1,2,3,0,2,1,4,4,0,3,2,4,1,2,3,0,4,0,1,3,4,0,3,2,1,1,0,4,2,3,0,2,4,4,0,1,3,3,2,1,4,2,2,3,1,4,3,0,0,1,2,3,3,2,4,0,0,1,4,1};",NA,wr,tdt
2022_05_13_abb04,abb,05/13/2022,abb04,1,multi_nacl,multi_nacl,NA, ,"{0,2,2,3,4,3,0,1,1,4,1,3,3,4,4,2,0,0,1,2,2,3,0,0,3,4,1,1,2,4,0,2,4,4,2,1,3,0,1,3,3,0,0,3,2,4,1,1,4,2,0,3,4,3,2,1,2,0,4,1,3,4,4,1,2,0,3,2,1,0,1,0,2,3,4,3,0,4,2,1,4,0,3,1,2,4,0,3,2,1,0,2,3,3,4,1,4,1,2,0};",NA,wr,tdt
2022_05_13_abb05,abb,05/13/2022,abb05,1,multi_nacl,multi_nacl,NA, ,"{2,3,1,0,4,3,1,0,4,2,3,4,0,3,2,0,4,1,1,2,2,1,3,0,2,4,3,4,0,1,1,3,2,3,4,0,1,2,4,0,0,2,0,4,1,1,4,3,3,2,1,0,2,4,3,1,4,2,3,0,2,3,4,0,1,1,3,4,2,0,0,1,2,3,2,3,0,4,1,4,4,0,1,4,2,3,0,1,3,2,0,4,1,1,3,2,0,2,4,3};",NA,wr,tdt
2022_05_13_abb06,abb,05/13/2022,abb06,1,multi_nacl,multi_nacl,NA, ,"{0,4,2,3,0,2,3,1,4,1,2,1,2,4,4,0,0,3,1,3,3,3,0,1,4,1,2,4,2,0,3,2,3,4,2,1,1,0,0,4,0,2,2,3,1,4,4,1,0,3,2,0,0,2,1,1,3,4,4,3,1,0,0,2,4,3,4,1,2,3,2,3,1,3,4,1,0,4,2,0,1,2,3,2,1,3,0,4,0,4,1,2,1,4,2,0,3,3,4,0};",NA,wr,tdt
2022_05_25_aaw08,aaw,05/25/2022,aaw08,3,multi_s,multi_s,NA,NA,"{3,4,1,1,0,2,4,0,2,3,1,1,4,2,0,0,4,2,3,3,4,1,3,2,1,0,3,2,0,4,1,4,0,3,3,2,1,0,2,4,0,2,3,3,2,4,1,4,0,1,0,2,2,3,1,3,4,1,4,0,0,1,3,3,1,4,2,0,4,2,1,3,2,4,1,2,0,3,0,4,0,0,1,1,3,4,4,2,2,3,0,4,2,3,3,1,0,1,2,4};",NA,fr,fp
2022_05_25_aaw09,aaw,05/25/2022,aaw09,3,multi_s,multi_s,NA,NA,"{1,3,2,0,4,3,4,2,1,0,0,4,2,4,1,3,2,0,3,1,3,1,2,2,4,1,0,0,4,3,2,0,2,4,0,1,1,3,3,4,3,1,2,0,3,4,2,0,1,4,4,3,1,2,0,4,2,1,3,0,1,1,3,2,3,4,4,0,2,0,3,0,3,2,0,2,1,1,4,4,4,2,4,0,1,3,0,1,3,2,1,2,4,3,3,0,0,4,1,2};",NA,wr,fp
2022_05_25_aaw10,aaw,05/25/2022,aaw10,3,multi_s,multi_s,NA,NA,"{4,4,1,2,3,0,2,1,0,3,4,2,3,2,1,3,0,1,0,4,0,3,3,2,0,4,4,1,2,1,1,1,3,4,4,0,2,3,0,2,2,2,0,0,1,4,4,3,1,3,2,4,3,4,1,3,1,0,2,0,1,1,0,2,0,4,4,3,2,3,4,0,0,1,2,3,2,1,4,3,1,2,3,0,3,4,4,0,2,1,1,2,1,3,3,4,4,2,0,0};",NA,fr,fp
2022_05_25_aaw11,aaw,05/25/2022,aaw11,3,multi_s,multi_s,NA,NA,"{2,4,0,3,3,4,2,1,1,0,2,3,0,4,0,3,4,1,1,2,4,0,3,2,4,1,2,1,3,0,3,2,0,3,4,0,1,2,4,1,0,4,3,2,0,1,2,3,1,4,2,2,0,1,0,3,4,1,4,3,3,1,3,0,0,4,1,2,2,4,1,4,1,4,2,3,0,2,0,3,4,4,2,3,2,1,1,3,0,0,2,0,3,0,2,1,4,1,3,4};",NA,wr,fp
